Category_name,prodtype,#Website_link,Page_type,VMID,ID,Name,Short_description,Description,rxcode,first_paragraph,features,@image,sizes_dia,size_min,size_max,max_pressure,temp_min,temp_max,operation,connection,material,materialsu,sterilizable,shore_hardness,leak_resistance,flowrate_min,flowrate_max
"Ball valves > SVF Ball valves",SS,https://romynox.nl/opus-svf-steam-trap-ball-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,416,3234,"SVF - Opus Steam trap ball valve","CleanFLOW High Purity Steam Trap Test Valve","This multifunctional valve provides three states of fluid control. In normal operation the Opus Valve delivers full flow of clean steam through the ""Tube I.D."" porting. This is in accordance with the latest ASME/BPE guidelines for full flow, drainability, surface finish and materials. Two additional flow positions (Service Position & Trap Position) provide isolation of system components or the steam trap. In all cases the Opus Valve utilizes critical orifice designs allowing condensate to reach the steam trap. The integrated design eliminates more complex piping schemes, reduces number of components and delivers overall system value an reliability.","KAO ","The Opus Valve is a high performance Steam Trap Test Valve designed exclusively for the high purity, pharmaceutical market.","ASME-BPE compliant RXBLLTSilicone free RXBLLTComplete 316L stainless steel cast construction RXBLLTDrainable design with Tube-ID dimensions RXBLLTETO (Extended Tube O.D.) ends designed for oribital welding RXBLLTStandard locking device for manual valves",/product-images/SVF_Opus_Steam_trap_Ball_Valve.jpg,,1/2,2,100,-40,230,"Actuator, Manual","Tri-Clamp, Orbital welding connection","316L (1.4435)",,,,,,
"Ball valves > SVF Ball valves",SS,https://romynox.nl/sb7-2-way-svf-ball-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,392,3523,"SVF - SB7 2-way ball valve","CleanFLOW Three-piece high purity stainless steel Ball Valve","The ""Tube-ID"" port opening is dimensionally identical to the adjacent tubing to comply with ASME-BPE guidelines. The standard TFM1600 seat material complies with 21CFR 177.1550.","KAS ","CleanFLOW SB7 ball valves from SVF are engineered to be a true process piping component to specifically meet the demanding processes found in the pharmaceutical, food and beverage industries.","ASME-BPE compliant RXBLLTComplete 316L stainless steel cast construction RXBLLTNo elastomers used RXBLLTDrainable design RXBLLTETO (Extended Tube-OD) ends are designed for orbital welding RXBLLTExclusive 'fine adjust' handle for precise positioning on sizes 1/2'- 2"" RXBLLTLocking device standard on 3""and 4""",/product-images/svf_sb7.jpg,,1/2,4,100,-20,230,"Actuator, Manual","Tri-Clamp, Orbital welding connection","316L (1.4404)",,,,,,
"Ball valves > SVF Ball valves",SS,https://romynox.nl/tsb7-3-way-svf-ball-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,623,3950,"SVF - TSB7 3-way ball valve","CleanFLOW Multi-Ported High Purity Ball Valve","At the heart of the TSB7 design is the use of a common port that facilitates directional flow requirements and drainability in the optimal position. The common port ""C"" may be located at the bottom or the side of the valve. The two most common flow paths are the Side Ported (SL) and the Bottom Ported (BL). the Tube-ID port opening is dimensionally identical to the adjacent tubing to comply with the latest ASME-BPE guidelines. ","KAM ","TSB7 ball valves are engineered to be a true process piping component to specifically meet the demanding processes found in the pharmaceutical, food and beverage industries.","ASME-BPE compliant RXBLLTSilicone free RXBLLTComplete 316L stainless steel cast construction RXBLLTDrainable design with Tube-ID"" dimensions RXBLLTETO ends are designed for orbital welding RXBLLTExclusivce ""fine adjust' handle for precise positioning on sizes 1/2""- 2""",/product-images/svf_tsb7_3-way_ball_valve.jpg,,1/2,4,103,-40,230,"Actuator, Manual","Tri-Clamp, Orbital welding connection","316L (1.4404)",,,,,,
Bubbletrap,SS,https://romynox.nl/bubble-trap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,593,2599,"Bubble trap","Pharmaceutical Bubble Trap","Bubbles or gases can cause several errors in a process. Bubble traps make sure that unwanted process gases are detected and removed. They have been carefully developed with a minimum amount of crevices to help prevent the build-up of bacteria. All threads are self-enclosed for easy wipe down, whilst shouldered tie rods ensure correct O-ring compression, making reassembly and maintenance simple. In addition, when installed in an upright position, the angled surfaces of our bubble trap encourage self-draining, making it easier to wash down the unit and ensure hygiene standards are maintained. OPTIONS Alternative materials: Body: C22, Glass: Acrylic (USP Class VI)","BAA ","Bubble traps are used to detect and remove process gases in pharmaceutical and process applications.","Crevice Free design RXBLLTEliminates bacteria RXBLLTCollection areas RXBLLTViewing cylinder RXBLLTAllows the user to visibly see the level of the media inside the bubble trap ",/product-images/ac_bubble_trap_1_korter.jpg,,3,10,7,-50,150,,Tri-Clamp,"316L (1.4404)",,,,,,
"Butterfly valves",SS,https://romynox.nl/vfs-aerre-inox-butterfly-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,761,4042,"AERRE INOX - VFS Butterfly valve","RVS Butterfly Valve for sanitary processing systems","Butterfly valves are easy and quick to operate with quarter-turn operation. The liquid flows easily with minimal contamination. Consisting of two heads and a flange enclosed in a sealing gasket. It is composed of two heads and a shutter disk enclosed in a seal gasket, designed to meet the requirements of sanitary process systems. their large opening areas minimize turbulence, offers low pressure drop and provide gentle treatment of low and medium viscosity product. The handle mechanically locks the valve in its open or closed position.A disc closes against a silicone seal when the handle is up right handle angle to the pipeline; when the handle is turned 90° the disc is parallel to the product flow and the valve is fully open.  The valve consists of two valve body halves, valve shutter/stem, and gasket seal, assembled and secured by means of screws and nuts.","ERV ","The Aerre Inox stainless steel butterfly valve VF are on/off routing valves, available with manual and pneumatical operation system.","Offer low pressure drop RXBLLTInterchangeable body heads are available for different applications, RXBLLTExternal mirror polished RXBLLTComplying with FDA guidelines",/product-images/AI_butterflyvalve_1.jpg,,3/4,10,10,,150,"Actuator, Manual","Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Butterfly valves",SS,https://romynox.nl/butterfly-valve-with-ptfe-seals?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,564,2616,"Butterfly valve with PTFE Seals","Hygienic Shut-Off Valves","These valve line features both manual and pneumatic drive options, including lockable handles and vertical actuators. The special seal design, with an expansion groove, minimizes wear and ensures long service life. The PTFE seal are FDA compliant. No special tools are required to change the seals, making the valve quick and easy to maintain.","EAA ","The hygienic shut-off Butterfly Valves are used across the process industries.","quick and easy to maintain RXBLLTminimal wear",/product-images/su_butterfly_valve_ptfe_actuated.jpg,,1,6,6,-5,80,"Actuator, Manual",Tri-Clamp,"316L (1.4404)",,,,,,
"Check valves",SS,https://romynox.nl/rd40-adca-disc-check-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,560,3391,"ADCA - Disk Check valve RD40","Wafer-type Non-Return Valve","The all stainless Disc Check Valve has a simple and compact design with a low pressure drop. The valve is suitable for applications with water, clean steam and other gases and liquids, and can be installed vertical or horizontal. The connections are flanged (wafer type).","TAR ","ADCA RD40 Disc Check Valve has a compact design and is specially designed for use with steam and hot condensate.","Low pressure drop RXBLLTSimple and compact design RXBLLTOverall lengths according to DIN 3202 part 3-K4",/product-images/adca_rd40_check_valve.jpg,,1/2,4,40,-10,180,,,"PTFE, 316L (1.4404)",,,,,,
"Check valves",SS,https://romynox.nl/vrh-aerre-inox-horizontal-check-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,22,4050,"AERRE INOX - VRH Horizontal Check Valve","In-line and self drainable","It is made using two pieces machined from solid round bar in stainless steel. The check valve can be easily and quickly dismantled and reassembled with a quick-release clamp, without tools.   ","TRH ","The VRH-horizontal is an in-line spring-assisted self-drainable check valve, which is designed to prevent flow reversal in industries with strict cleanliness codes.","Sterilizzable - Autoclavable RXBLLTFull material traceability",/product-images/Aerre_Inox_check_4f16915ff2e0d.jpg,,1/2,4,6,0,150,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Check valves",SS,https://romynox.nl/vrn-aerre-inox-vertical-check-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,23,4055,"AERRE INOX - VRN Vertical Check Valve","The VRN check valve of Aerre Inox is also suitable in vertical position.","These are appreciated when the FDA standards are necessary for chemical and pharma processes. And it can be (dis)assembled easily and quickly with help of a tri-clamp, without any tools.","TRV ","The VRN-vertical check valve is fully self-drainable and can be easily and quickly dismantled and reassembled without tools.","Sterilizable - Autoclavable RXBLLTFull material traceability",/product-images/ar_check_valve_vrn.jpg,,1/2,4,6,0,150,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Check valves",SS,https://romynox.nl/vro-bio-aerre-inox-non-return-valve?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,25,4060,"AERRE INOX - VRO Bio Check Valve Non Return","Sanitary valve with linear internal design","This check valve is in conformation with FDA and 3A standards.  Unique O-Ring seal design minimizes bacteria build-up and eliminates the possibility of fluid retention. ","TRO ","The sanitary spring-operated non-return valve VRO BIO is particularly appreciated for its linear internal design which is indispensable for sanitary applications of chemical and pharmaceutical applications.","Sterilizzable - Autoclavable RXBLLTFull material traceability",/product-images/ar_check_valve_vro_bio.jpg,,1/2,6,6,0,150,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Clean steam",SS,https://romynox.nl/adca-clean-steam-centrifugal-separator?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,541,2428,"ADCA - Clean Steam Centrifugal Separator","Inline Connections","S-11 series centrifugal separators removes moisture from steam pipelines.  Steam passes through the separator and as a result of centrifugal forces, impact and swirling effects, the particles are seperated with a specific heavier grafity, such as water droplets and moisture in suspension. The condensate collected at the  bottom of the separator, must be automatically drained by a suitable steam trap.","CAS ","When wet steam is used in sterilization, moisture in suspension reduces the heat transfer efficiency, and the validity of the sterilization process can be compromised.","Efficient separation in a smaller vessel RXBLLTMaximum separation efficiency RXBLLTMinimize space requirements RXBLLT316L stainless steel construction. RXBLLTNo moving parts. RXBLLTSelf draining design.",/product-images/adca_clean_steam_separator_s11.jpg,,1/2,2,10,,200,,,"316L (1.4404)",,,,,,
"Clean steam",SS,https://romynox.nl/32p-adca-sample-cooler?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,56,2351,"ADCA - SC32P Sample cooler","To cool samples of clean steam / WFI for analysis.","They are easily connected with a tri-clamp connection. The heat exchanger is fully drainable in the vertical position. and is available with integrated mounting brackets for fixed installation (SC32P) or in a portable version (SC32PP) so that it can be used in any location.","JAC - JAD ","This heat exchanger can be used to quickly and safely cool down samples of clean steam (SIP) and WFI.","Corrosion-resistant body and internals. RXBLLTSelf draining sample (top inlet, bottom outlet) RXBLLTPrevents steam flashing-off from hot RXBLLTPressurized liquid samples",/product-images/adca_sc32p_pp.jpg,,,,,0,450,,Tri-Clamp,"316L (1.4404)",,,,,,
"Clean steam",SS,https://romynox.nl/tss6-adca-steam-trap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,538,3953,"ADCA - TSS6 Steam Trap","Balanced Pressure Thermostatic Steam Trap","Their small size makes them ideal for use with a wide variety of these equipments. ","CAA ","The TSS 6 all stainless steel thermostatic steam traps and air vents are specifically designed for use in reactors, sterilizers and distribution lines in clean and pure steam systems.","Modulating discharge RXBLLTWide range of connections options RXBLLTExcellent air discharge RXBLLTSimple and compact design",/product-images/adca_condenspot_steamtrap_tss6.jpg,,1/2,"1 1/2",6,,177,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Clean steam",SS,https://romynox.nl/tss6a-adca-steam-trap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,540,3956,"ADCA - TSS6A Steam Trap","Horizontal Thermostatic Steam Trap","Their small size makes them ideal for use with a wide variety of these equipments.","CAB ","The TSS 6A all stainless steel thermostatic steam traps and air vents are specifically designed for use in reactors, sterilizers and distribution lines in clean and pure steam systems.","Modulating discharge RXBLLTWide range of connections options RXBLLTExcellent air discharge RXBLLTSimple and compact design",/product-images/adca_condenspot_steamtrap_tss6a.jpg,,1/2,3/4,6,,177,,Tri-Clamp,"316L (1.4404)",,,,,,
"Clean steam",SS,https://romynox.nl/tss7-adca-steam-trap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,539,3959,"ADCA - TSS7 Steam Trap","Vertical Thermostatic Steam Trap","Their small size makes them ideal for use with a wide variety of these equipments.","CAE ","The TSS 7 all stainless steel thermostatic steam traps and air vents are specifically designed for use in reactors, sterilizers and distribution lines in clean and pure steam systems.","Modulating discharge RXBLLTWide range of connections options RXBLLTExcellent air discharge RXBLLTSimple and compact design",/product-images/adca_condenspot_steamtrap_tss7.jpg,,1/2,1,6,,177,,Tri-Clamp,"316L (1.4404)",,,,,,
